d03,v05,d08,d9,d10,d11,d12,d13,d14,d16,D16_1,Q15_new,Q16_new,np
West Bank,City,Male,74,no,Illiterate,retired,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,25,no,Secondary,Employee,Public sector,Single,6,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Male,38,no,Preparatory,Employee,Private and NGos,Married,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,Old
West Bank,City,Male,58,no,Associatte Diploma,Employee,Private and NGos,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,camp,Male,44,yes,BA\ BSc,unemployed,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,camp,Female,27,yes,Preparatory,Housewife,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,27,no,Secondary,Housewife,Unemployed,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Female,48,no,Preparatory,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,None of the above / No opinion / I do not know / I do not remember,Fateh,Old
West Bank,City,Male,67,no,BA\ BSc,retired,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,61,no,Master Degree and Above,retired,Unemployed,Married,5,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Female,52,no,Elementary,Housewife,Unemployed,Single,2,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,69,yes,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,2,The family income covers our needs well and we can save,I did not participate in the elections,Fateh,Old
West Bank,City,Female,51,no,Secondary,Housewife,Unemployed,Married,6,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,village,Male,29,no,BA\ BSc,Farmer,Private and NGos,Married,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,camp,Female,19,yes,Secondary,Student,Unemployed,Single,5,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,village,Male,46,no,Secondary,Worker,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,26,no,Secondary,Worker,Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Female,38,no,BA\ BSc,Housewife,Unemployed,Married,5,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Male,39,yes,BA\ BSc,Employee,Public sector,Married,5,The family income covers our needs well and we can save,I did not participate in the elections,Fateh,Old
West Bank,City,Female,42,yes,BA\ BSc,Housewife,Unemployed,Married,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,City,Male,36,no,BA\ BSc,Employee,Public sector,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,55,no,Preparatory,unemployed,Unemployed,Other,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,62,no,Preparatory,Farmer,Private and NGos,Married,7,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,30,no,Secondary,unemployed,Unemployed,Single,3,The family income covers our needs well and we can save,I did not participate in the elections,Fateh,New
West Bank,village,Female,50,yes,Secondary,Housewife,Unemployed,Married,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,27,no,BA\ BSc,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,village,Female,23,no,BA\ BSc,"Professional, craftsman, specialist",Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,village,Female,23,no,BA\ BSc,unemployed,Unemployed,Single,7,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Female,28,no,Secondary,Housewife,Unemployed,Other,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
West Bank,City,Female,37,no,BA\ BSc,Housewife,Unemployed,Married,8,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,43,no,Preparatory,Worker,Private and NGos,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,71,no,Illiterate,Housewife,Unemployed,Married,2,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,village,Male,45,no,Elementary,Farmer,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,65,no,Preparatory,Worker,Private and NGos,Married,3,The family income covers our needs well and we can save,Fateh,Fateh,Old
West Bank,City,Female,58,no,Elementary,Housewife,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Male,57,yes,Elementary,unemployed,Unemployed,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Female,35,no,Elementary,Housewife,Unemployed,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,42,no,Preparatory,Housewife,Unemployed,Married,10,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,50,no,BA\ BSc,Employee,Public sector,Married,6,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,50,yes,Preparatory,unemployed,Unemployed,Married,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,50,no,Preparatory,Housewife,Unemployed,Married,7,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,60,no,Elementary,Housewife,Unemployed,Married,2,Family income does not cover the expenses of our needs and we face great difficulties in covering,Fateh,Fateh,Old
West Bank,village,Female,67,no,Illiterate,Housewife,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,village,Male,74,no,Preparatory,Farmer,Private and NGos,Married,2,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,camp,Male,28,yes,BA\ BSc,Employee,Public sector,Single,4,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,Fateh,New
West Bank,City,Male,40,no,Secondary,Employee,Public sector,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,Fateh,Old
West Bank,City,Female,64,no,Secondary,Housewife,Unemployed,Married,3,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,44,yes,Secondary,Housewife,Unemployed,Married,7,The family income covers the expenses of our needs without facing any difficulties,Fateh,Fateh,Old
West Bank,City,Female,23,no,Secondary,Housewife,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,Fateh,New
